baking a cake.csv.xml,workerId,lhs_script, rhs_script,lhs_item, result, goldenStandard,Outlier/stable
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,49,89,3,6,,o
borrowing a book from the library.csv.xml,A1FKZ2HY4XKMG1,49,74,6,noLinkingPossible,,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,49,74,6,after_12,,
borrowing a book from the library.csv.xml,ANBP9PU6EH8DB,49,74,6,10,,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,49,79,6,11,11,
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,49,79,6,between_10_11,11,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,49,79,6,11,11,
borrowing a book from the library.csv.xml,A1FKZ2HY4XKMG1,49,89,6,noLinkingPossible,,
borrowing a book from the library.csv.xml,A1PAY3X73PQ16S,49,89,6,noLinkingPossible,,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,49,89,6,after_13,,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,50,74,5,noLinkingPossible,,
borrowing a book from the library.csv.xml,AMERD84D2MGKR,50,74,5,noLinkingPossible,,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,50,74,5,after_12,,
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,50,79,5,11,11,
borrowing a book from the library.csv.xml,A2GXHECU31O81V,50,79,5,11,11,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,50,79,5,after_11,11,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,50,89,5,after_13,,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,50,89,5,noLinkingPossible,,
borrowing a book from the library.csv.xml,A365SN61J4UNGR,50,89,5,after_13,,
borrowing a book from the library.csv.xml,A2GXHECU31O81V,51,74,3,between_6_7,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,51,74,3,between_6_7,,o
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,51,74,3,between_3_4,,o
borrowing a book from the library.csv.xml,A142ZRU284W9O,51,79,3,4,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,51,79,3,4,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,51,79,3,4,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,51,89,3,3,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,51,89,3,3,,o
borrowing a book from the library.csv.xml,AMERD84D2MGKR,51,89,3,3,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,74,2,between_2_3,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,53,74,2,between_2_3,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,53,74,2,6,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,79,2,between_2_3,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,53,79,2,between_4_5,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,53,79,2,4,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,53,89,2,2,,o
borrowing a book from the library.csv.xml,A2TBXASXZIRNNW,53,89,2,between_4_5,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,53,89,2,between_2_3,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,74,4,between_8_9,,
borrowing a book from the library.csv.xml,A3MEXVF979S444,53,74,4,between_8_9,,
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,53,74,4,between_8_9,,
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,79,4,between_5_6,,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,53,79,4,between_6_7,,
borrowing a book from the library.csv.xml,A365SN61J4UNGR,53,79,4,6,,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,53,89,4,between_9_10,,
borrowing a book from the library.csv.xml,A2TBXASXZIRNNW,53,89,4,between_9_10,,
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,53,89,4,10,,
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,74,5,9,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,53,74,5,9,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,53,74,5,9,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,79,5,6,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,53,79,5,between_6_7,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,53,79,5,5,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,53,89,5,between_9_10,,o
borrowing a book from the library.csv.xml,A2TBXASXZIRNNW,53,89,5,between_10_11,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,53,89,5,between_7_8,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,74,6,between_10_11,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,53,74,6,11,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,53,74,6,11,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,79,6,8,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,53,79,6,between_8_9,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,53,79,6,8,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,53,89,6,12,,o
borrowing a book from the library.csv.xml,A2TBXASXZIRNNW,53,89,6,between_12_13,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,53,89,6,11,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,74,7,between_10_11,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,53,74,7,between_11_12,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,53,74,7,between_11_12,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,79,7,between_8_9,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,53,79,7,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,53,79,7,between_8_9,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,53,89,7,between_12_13,,o
borrowing a book from the library.csv.xml,A2TBXASXZIRNNW,53,89,7,between_12_13,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,53,89,7,between_12_13,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,74,8,11,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,53,74,8,11,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,53,74,8,11,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,79,8,8,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,53,79,8,between_8_9,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,53,79,8,8,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,53,89,8,between_12_13,,o
borrowing a book from the library.csv.xml,A2TBXASXZIRNNW,53,89,8,after_13,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,53,89,8,after_13,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,74,9,12,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,53,74,9,12,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,53,74,9,12,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,53,79,9,9,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,53,79,9,between_9_10,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,53,79,9,9,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,53,89,9,13,,o
borrowing a book from the library.csv.xml,A2TBXASXZIRNNW,53,89,9,after_13,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,53,89,9,after_13,,o
borrowing a book from the library.csv.xml,A1PAY3X73PQ16S,54,74,4,between_6_7,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,54,74,4,between_7_8,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,54,74,4,8,,o
borrowing a book from the library.csv.xml,A1FKZ2HY4XKMG1,54,79,4,5,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,54,79,4,between_5_6,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,54,79,4,between_5_6,,o
borrowing a book from the library.csv.xml,A1PAY3X73PQ16S,54,89,4,6,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,54,89,4,6,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,54,89,4,6,,o
borrowing a book from the library.csv.xml,A1PAY3X73PQ16S,54,74,7,12,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,54,74,7,after_12,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,54,74,7,after_12,,o
borrowing a book from the library.csv.xml,A1FKZ2HY4XKMG1,54,79,7,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,54,79,7,between_10_11,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,54,79,7,9,,o
borrowing a book from the library.csv.xml,A1PAY3X73PQ16S,54,89,7,13,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,54,89,7,after_13,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,54,89,7,13,,o
borrowing a book from the library.csv.xml,A1FKZ2HY4XKMG1,55,74,1,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,55,74,1,between_2_3,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,55,74,1,6,,o
borrowing a book from the library.csv.xml,A1PAY3X73PQ16S,55,79,1,between_1_2,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,55,79,1,between_2_3,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,55,79,1,between_1_2,,o
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,55,89,1,3,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,55,89,1,2,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,55,89,1,5,,o
borrowing a book from the library.csv.xml,A1FKZ2HY4XKMG1,55,74,2,7,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,55,74,2,7,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,55,74,2,7,,o
borrowing a book from the library.csv.xml,A1PAY3X73PQ16S,55,79,2,5,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,55,79,2,5,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,55,79,2,5,,o
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,55,89,2,7,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,55,89,2,6,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,55,89,2,6,,o
borrowing a book from the library.csv.xml,A3GMT4AGHPT362,56,74,2,between_2_3,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,56,74,2,6,,o
borrowing a book from the library.csv.xml,AWDBHQA8XK0G1,56,74,2,between_2_3,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,56,79,2,2,,o
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,56,79,2,between_1_2,,o
borrowing a book from the library.csv.xml,ARVXIBUCA8WDZ,56,79,2,3,,o
borrowing a book from the library.csv.xml,A2GXHECU31O81V,56,89,2,between_2_3,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,56,89,2,between_3_4,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,56,89,2,5,,o
borrowing a book from the library.csv.xml,A3GMT4AGHPT362,56,74,5,after_12,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,56,74,5,noLinkingPossible,,o
borrowing a book from the library.csv.xml,AWDBHQA8XK0G1,56,74,5,between_2_3,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,56,79,5,11,,o
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,56,79,5,11,,o
borrowing a book from the library.csv.xml,ARVXIBUCA8WDZ,56,79,5,11,,o
borrowing a book from the library.csv.xml,A2GXHECU31O81V,56,89,5,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,56,89,5,noLinkingPossible,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,56,89,5,13,,o
borrowing a book from the library.csv.xml,A2GXHECU31O81V,57,74,3,between_3_4,,o
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,57,74,3,between_2_3,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,57,74,3,6,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,57,79,3,2,,o
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,57,79,3,between_1_2,,o
borrowing a book from the library.csv.xml,AMERD84D2MGKR,57,79,3,4,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,57,89,3,between_2_3,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,57,89,3,between_3_4,,o
borrowing a book from the library.csv.xml,A3QD0GIPXBP4L8,57,89,3,3,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,57,89,3,5,,o
borrowing a book from the library.csv.xml,A2GXHECU31O81V,57,74,5,between_7_8,,o
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,57,74,5,between_11_12,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,57,74,5,11,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,57,79,5,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,57,79,5,between_7_8,,o
borrowing a book from the library.csv.xml,AMERD84D2MGKR,57,79,5,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,57,89,5,between_12_13,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,57,89,5,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3QD0GIPXBP4L8,57,89,5,between_12_13,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,57,89,5,between_12_13,,o
borrowing a book from the library.csv.xml,A2GXHECU31O81V,57,74,7,11,,
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,57,74,7,after_12,,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,57,74,7,after_12,,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,57,79,7,11,11,
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,57,79,7,between_10_11,11,
borrowing a book from the library.csv.xml,AMERD84D2MGKR,57,79,7,11,11,
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,57,89,7,after_13,,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,57,89,7,noLinkingPossible,,
borrowing a book from the library.csv.xml,A3QD0GIPXBP4L8,57,89,7,after_13,,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,57,89,7,after_13,,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,58,74,1,before_1,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,58,74,1,between_3_4,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,58,74,1,1,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,58,79,1,before_1,,o
borrowing a book from the library.csv.xml,A3FHFGC3V9B3OJ,58,79,1,noLinkingPossible,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,58,79,1,before_1,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,58,89,1,5,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,58,89,1,3,,o
borrowing a book from the library.csv.xml,AOVN1TVNI7HJ7,58,89,1,1,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,58,74,2,1,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,58,74,2,before_1,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,58,74,2,1,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,58,79,2,1,,o
borrowing a book from the library.csv.xml,A3FHFGC3V9B3OJ,58,79,2,1,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,58,79,2,1,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,58,89,2,1,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,58,89,2,1,,o
borrowing a book from the library.csv.xml,AOVN1TVNI7HJ7,58,89,2,2,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,58,74,4,between_2_3,,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,58,74,4,between_5_6,,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,58,74,4,5,,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,58,79,4,between_2_3,,
borrowing a book from the library.csv.xml,A3FHFGC3V9B3OJ,58,79,4,3,,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,58,79,4,between_2_3,,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,58,89,4,noLinkingPossible,,
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,58,89,4,2,,
borrowing a book from the library.csv.xml,AOVN1TVNI7HJ7,58,89,4,3,,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,58,74,7,between_6_7,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,58,74,7,between_7_8,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,58,74,7,6,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,58,79,7,4,,o
borrowing a book from the library.csv.xml,A3FHFGC3V9B3OJ,58,79,7,4,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,58,79,7,4,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,58,89,7,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,58,89,7,3,,o
borrowing a book from the library.csv.xml,AOVN1TVNI7HJ7,58,89,7,4,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,59,74,4,10,10,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,59,74,4,10,10,
borrowing a book from the library.csv.xml,A3MEXVF979S444,59,74,4,between_9_10,10,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,59,79,4,7,6,
borrowing a book from the library.csv.xml,APSP9NBS1JLLB,59,79,4,7,6,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,59,79,4,between_8_9,6,
borrowing a book from the library.csv.xml,A1NZFJHVJ9CNTO,59,89,4,noLinkingPossible,11,
borrowing a book from the library.csv.xml,A3QSFE6GKO157S,59,89,4,11,11,
borrowing a book from the library.csv.xml,AMERD84D2MGKR,59,89,4,11,11,
borrowing a book from the library.csv.xml,A2GXHECU31O81V,60,74,3,3,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,60,74,3,3,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,60,74,3,3,,o
borrowing a book from the library.csv.xml,A1NZFJHVJ9CNTO,60,79,3,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,60,79,3,2,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,60,79,3,between_2_3,,o
borrowing a book from the library.csv.xml,A110KENBXU7SUJ,60,89,3,between_1_2,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,60,89,3,between_1_2,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,60,89,3,between_1_2,,o
borrowing a book from the library.csv.xml,A2GXHECU31O81V,60,74,7,between_7_8,,
borrowing a book from the library.csv.xml,A3MEXVF979S444,60,74,7,10,,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,60,74,7,between_8_9,,
borrowing a book from the library.csv.xml,A1NZFJHVJ9CNTO,60,79,7,7,,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,60,79,7,between_6_7,,
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,60,79,7,between_6_7,,
borrowing a book from the library.csv.xml,A110KENBXU7SUJ,60,89,7,8,8,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,60,89,7,8,8,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,60,89,7,8,8,
borrowing a book from the library.csv.xml,A2GXHECU31O81V,60,74,8,11,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,60,74,8,11,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,60,74,8,11,,o
borrowing a book from the library.csv.xml,A1NZFJHVJ9CNTO,60,79,8,4,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,60,79,8,8,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,60,79,8,8,,o
borrowing a book from the library.csv.xml,A110KENBXU7SUJ,60,89,8,13,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,60,89,8,between_12_13,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,60,89,8,between_12_13,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,61,74,2,between_4_5,,o
borrowing a book from the library.csv.xml,AMERD84D2MGKR,61,74,2,3,,o
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,61,74,2,between_3_4,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,61,79,2,3,,o
borrowing a book from the library.csv.xml,AMERD84D2MGKR,61,79,2,2,,o
borrowing a book from the library.csv.xml,ARVXIBUCA8WDZ,61,79,2,2,,o
borrowing a book from the library.csv.xml,A2GXHECU31O81V,61,89,2,between_2_3,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,61,89,2,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,61,89,2,between_1_2,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,62,74,2,between_1_2,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,62,74,2,between_2_3,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,62,74,2,before_1,,o
borrowing a book from the library.csv.xml,A1MHGD46DB5Z7H,62,79,2,1,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,62,79,2,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,62,79,2,between_1_2,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,62,89,2,between_1_2,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,62,89,2,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,62,89,2,1,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,62,74,4,between_2_3,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,62,74,4,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,62,74,4,3,,o
borrowing a book from the library.csv.xml,A1MHGD46DB5Z7H,62,79,4,2,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,62,79,4,3,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,62,79,4,between_2_3,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,62,89,4,between_2_3,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,62,89,4,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,62,89,4,1,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,62,74,5,7,7,
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,62,74,5,7,7,
borrowing a book from the library.csv.xml,A3MEXVF979S444,62,74,5,7,7,
borrowing a book from the library.csv.xml,A1MHGD46DB5Z7H,62,79,5,5,5,
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,62,79,5,5,5,
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,62,79,5,5,5,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,62,89,5,6,6,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,62,89,5,between_7_8,6,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,62,89,5,6,6,
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,62,74,7,between_9_10,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,62,74,7,10,,o
borrowing a book from the library.csv.xml,A3MEXVF979S444,62,74,7,10,,o
borrowing a book from the library.csv.xml,A1MHGD46DB5Z7H,62,79,7,7,,o
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,62,79,7,7,,o
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,62,79,7,7,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,62,89,7,8,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,62,89,7,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,62,89,7,8,,o
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,63,74,3,6,,
borrowing a book from the library.csv.xml,A1T9IKE8GV4LR4,63,74,3,between_2_3,,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,63,74,3,between_3_4,,
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,63,79,3,4,4,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,63,79,3,2,4,
borrowing a book from the library.csv.xml,AMERD84D2MGKR,63,79,3,4,4,
borrowing a book from the library.csv.xml,A2GXHECU31O81V,63,89,3,between_3_4,3,
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,63,89,3,between_2_3,3,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,63,89,3,5,3,
borrowing a book from the library.csv.xml,A2ALWT2BUSXD83,65,74,5,7,7,
borrowing a book from the library.csv.xml,A2SEAYIAJR2YD5,65,74,5,7,7,
borrowing a book from the library.csv.xml,ARLGZWN6W91WD,65,74,5,7,7,
borrowing a book from the library.csv.xml,A2TBXASXZIRNNW,65,79,5,between_5_6,5,
borrowing a book from the library.csv.xml,A3RUUTINBKU8YE,65,79,5,between_5_6,5,
borrowing a book from the library.csv.xml,AMERD84D2MGKR,65,79,5,7,5,
borrowing a book from the library.csv.xml,A1PAY3X73PQ16S,65,89,5,6,6,
borrowing a book from the library.csv.xml,A2GXHECU31O81V,65,89,5,between_6_7,6,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,65,89,5,6,6,
borrowing a book from the library.csv.xml,A273DS7TQWR9M1,66,74,1,1,,o
borrowing a book from the library.csv.xml,A3GMT4AGHPT362,66,74,1,before_1,,o
borrowing a book from the library.csv.xml,AMERD84D2MGKR,66,74,1,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,66,79,1,before_1,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,66,79,1,before_1,,o
borrowing a book from the library.csv.xml,A38HFMRXB5Q13M,66,79,1,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,66,89,1,1,,o
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,66,89,1,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A33HHJ06ONLI5G,66,89,1,before_1,,o
borrowing a book from the library.csv.xml,A273DS7TQWR9M1,66,74,3,6,,o
borrowing a book from the library.csv.xml,A3GMT4AGHPT362,66,74,3,6,,o
borrowing a book from the library.csv.xml,AMERD84D2MGKR,66,74,3,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A1R4KVYEV07CAJ,66,79,3,between_4_5,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,66,79,3,between_3_4,,o
borrowing a book from the library.csv.xml,A38HFMRXB5Q13M,66,79,3,4,,o
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,66,89,3,4,,o
