Scenario,WorkerId,lhs_script,rhs_script,lhs_item,rhs_item,before_item,after_item,noLinkingPossible,goldenStandard
borrowing a book from the library.csv.xml,A1K8U4ERJCTIQ5,2,10,5,5,,,f,
borrowing a book from the library.csv.xml,A39RV5J8TUS5B6,2,10,5,,6,5,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,2,12,3,1,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,2,12,3,1,,,f,
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,2,12,3,1,,,f,
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,2,12,5,7,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,2,12,5,7,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,2,12,5,7,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,3,7,2,2,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,3,7,2,2,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,3,7,2,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,7,2,,2,1,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,3,7,7,2,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,3,7,7,,3,2,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,3,7,7,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,7,7,,2,1,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,3,7,9,2,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,7,9,,,,t,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,3,7,9,,,,t,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,3,7,10,5,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,7,10,,3,2,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,3,7,10,,,,t,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,3,7,14,3,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,3,7,14,,4,3,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,7,14,,5,4,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,7,15,5,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,3,7,15,5,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,3,7,15,5,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,10,2,2,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,10,2,,2,1,f,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,3,10,2,,1,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,10,7,,4,3,f,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,3,10,7,,4,3,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,10,7,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,10,9,,,,t,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,10,9,,,,t,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,3,10,9,,2,1,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,10,10,,,,t,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,3,10,10,,4,3,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,10,10,,4,3,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,10,14,6,,,f,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,3,10,14,,6,5,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,10,14,,,,t,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,3,10,15,8,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,10,15,8,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,10,15,8,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,12,2,2,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,12,2,,3,2,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,3,12,2,,2,1,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,3,12,7,,,,t,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,12,7,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,12,7,,4,3,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,12,9,,,,t,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,3,12,9,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,12,9,,,,t,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,3,12,10,,,,t,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,12,10,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,12,10,,5,4,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,3,12,14,,7,6,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,12,14,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,12,14,,8,7,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,3,12,15,9,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,3,12,15,9,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,3,12,15,9,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,4,7,1,,1,,f,
borrowing a book from the library.csv.xml,A27IABVBUZ9X8Z,4,7,1,,1,,f,
borrowing a book from the library.csv.xml,A1K8U4ERJCTIQ5,4,7,1,,1,,f,
borrowing a book from the library.csv.xml,A1K8U4ERJCTIQ5,4,7,1,,7,6,f,
borrowing a book from the library.csv.xml,A1K8U4ERJCTIQ5,4,7,2,2,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,4,7,2,2,,,f,
borrowing a book from the library.csv.xml,A27IABVBUZ9X8Z,4,7,2,2,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,4,10,1,1,,,f,1
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,4,10,1,1,,,f,1
borrowing a book from the library.csv.xml,ADLYO655RWJUI,4,10,1,1,,,f,1
borrowing a book from the library.csv.xml,ADLYO655RWJUI,4,10,2,3,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,4,10,2,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,4,10,2,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,4,12,1,1,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,4,12,1,1,,,f,
borrowing a book from the library.csv.xml,A1WNG0ZB1DC7R0,4,12,1,,1,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,4,12,2,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,4,12,2,3,,,f,
borrowing a book from the library.csv.xml,A1WNG0ZB1DC7R0,4,12,2,3,,,f,
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,5,7,4,3,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,5,7,4,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,5,7,4,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,5,7,4,4,,,f,
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,5,7,4,4,,,f,
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,5,7,7,7,,,f,7
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,5,7,7,7,,,f,7
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,5,7,7,7,,,f,7
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,5,10,1,,1,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,5,10,2,,3,2,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,5,10,3,,5,4,f,
borrowing a book from the library.csv.xml,A1G94QON7A9K0N,5,10,4,5,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,5,10,4,5,,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,5,10,4,5,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,5,10,4,,5,4,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,5,10,5,,8,7,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,5,10,6,9,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,5,10,7,,,,t,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,5,10,7,,,,t,
borrowing a book from the library.csv.xml,A1G94QON7A9K0N,5,10,7,,,9,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,5,12,4,6,,,f,
borrowing a book from the library.csv.xml,A1G94QON7A9K0N,5,12,4,6,,,f,
borrowing a book from the library.csv.xml,ADQEDEGVPG7R,5,12,4,6,,,f,
borrowing a book from the library.csv.xml,A1G94QON7A9K0N,5,12,4,7,,,f,
borrowing a book from the library.csv.xml,ADQEDEGVPG7R,5,12,4,7,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,5,12,7,,,10,f,
borrowing a book from the library.csv.xml,A1G94QON7A9K0N,5,12,7,,,10,f,
borrowing a book from the library.csv.xml,ADQEDEGVPG7R,5,12,7,,,,t,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,6,7,1,1,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,6,7,1,,1,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,6,7,1,,1,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,6,7,3,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,6,7,3,3,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,6,7,3,3,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,6,7,4,1,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,6,7,4,1,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,6,7,4,1,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,6,7,5,4,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,6,7,5,5,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,6,7,5,,5,4,f,
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,6,10,1,1,,,f,1
borrowing a book from the library.csv.xml,A323O8GJP2B28X,6,10,1,1,,,f,1
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,6,10,1,,1,,f,1
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,6,10,3,4,,,f,4
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,6,10,3,4,,,f,4
borrowing a book from the library.csv.xml,A323O8GJP2B28X,6,10,3,8,,,f,4
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,6,10,4,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,6,10,4,,2,1,f,
borrowing a book from the library.csv.xml,A323O8GJP2B28X,6,10,4,,6,5,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,6,10,5,5,,,f,
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,6,10,5,5,,,f,
borrowing a book from the library.csv.xml,A323O8GJP2B28X,6,10,5,,9,8,f,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,6,12,1,1,,,f,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,6,12,1,1,,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,6,12,1,1,,,f,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,6,12,3,5,,,f,5
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,6,12,3,5,,,f,5
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,6,12,3,5,,,f,5
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,6,12,4,7,,,f,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,6,12,4,,,,t,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,6,12,4,,8,7,f,
borrowing a book from the library.csv.xml,A2SO6K35NMGBB7,6,12,5,7,,,f,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,6,12,5,9,,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,6,12,5,,10,9,f,
borrowing a book from the library.csv.xml,A27IABVBUZ9X8Z,8,7,3,2,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,8,7,3,2,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,8,7,3,,,,t,
borrowing a book from the library.csv.xml,A27IABVBUZ9X8Z,8,7,3,,2,1,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,8,7,4,2,,,f,2
borrowing a book from the library.csv.xml,A27IABVBUZ9X8Z,8,7,4,2,,,f,2
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,8,7,4,2,,,f,2
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,8,7,5,3,,,f,
borrowing a book from the library.csv.xml,A27IABVBUZ9X8Z,8,7,5,3,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,8,7,5,3,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,8,7,7,3,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,8,7,7,7,,,f,
borrowing a book from the library.csv.xml,A27IABVBUZ9X8Z,8,7,7,,5,4,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,8,10,3,,2,1,f,
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,8,10,3,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,8,10,3,,2,1,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,8,10,4,3,,,f,3
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,8,10,4,3,,,f,3
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,8,10,4,3,,,f,3
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,8,10,5,4,,,f,4
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,8,10,5,4,,,f,4
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,8,10,5,4,,,f,4
borrowing a book from the library.csv.xml,A1W8FA5GSFY60C,8,10,7,,,,t,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,8,10,7,,8,7,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,8,10,7,,9,8,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,8,12,3,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,8,12,3,,3,2,f,
borrowing a book from the library.csv.xml,A110KENBXU7SUJ,8,12,3,,,,t,
borrowing a book from the library.csv.xml,A110KENBXU7SUJ,8,12,4,3,,,f,4
borrowing a book from the library.csv.xml,ADLYO655RWJUI,8,12,4,3,,,f,4
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,8,12,4,,4,3,f,4
borrowing a book from the library.csv.xml,A110KENBXU7SUJ,8,12,5,5,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,8,12,5,5,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,8,12,5,5,,,f,
borrowing a book from the library.csv.xml,A110KENBXU7SUJ,8,12,7,8,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,8,12,7,8,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,8,12,7,8,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,9,7,3,,,,t,
borrowing a book from the library.csv.xml,A352EPC84T9K89,9,7,3,,,,t,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,9,7,3,,,,t,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,9,7,4,2,,,f,2
borrowing a book from the library.csv.xml,A352EPC84T9K89,9,7,4,2,,,f,2
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,9,7,4,2,,,f,2
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,9,7,5,3,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,9,7,5,3,,,f,
borrowing a book from the library.csv.xml,A352EPC84T9K89,9,7,5,3,,,f,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,10,3,2,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,9,10,3,,3,2,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,9,10,3,,,,t,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,10,4,3,,,f,3
borrowing a book from the library.csv.xml,ADLYO655RWJUI,9,10,4,3,,,f,3
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,9,10,4,3,,,f,3
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,10,5,4,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,9,10,5,4,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,9,10,5,5,,,f,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,10,5,5,,,f,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,12,3,2,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,9,12,3,,,,t,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,9,12,3,,3,2,f,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,12,4,2,,,f,4
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,9,12,4,2,,,f,4
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,12,4,3,,,f,4
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,9,12,4,3,,,f,4
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,12,4,4,,,f,4
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,12,5,5,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,9,12,5,5,,,f,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,9,12,5,6,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,9,12,5,6,,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,9,12,5,6,,,f,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,11,7,1,,1,,f,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,11,7,1,,,,t,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,7,1,,,,t,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,11,7,2,2,,,f,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,11,7,2,2,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,7,2,2,,,f,
borrowing a book from the library.csv.xml,A2CF2BD4Q0ZDJN,11,7,3,3,,,f,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,11,7,3,3,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,7,3,3,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,10,1,1,,,f,1
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,11,10,1,,1,,f,1
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,11,10,1,,1,,f,1
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,10,2,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,11,10,2,3,,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,11,10,2,3,,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,11,10,3,4,,,f,4
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,11,10,3,4,,,f,4
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,10,3,4,,,f,4
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,1,1,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,12,1,1,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,11,12,1,,1,,f,
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,2,2,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,11,12,2,3,,,f,
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,2,3,,,f,
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,12,2,3,,,f,
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,2,4,,,f,
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,2,9,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,11,12,3,5,,,f,5
borrowing a book from the library.csv.xml,ADLYO655RWJUI,11,12,3,5,,,f,5
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,3,5,,,f,5
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,3,6,,,f,5
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,3,9,,,f,5
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,4,7,,,f,
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,5,8,,,f,
borrowing a book from the library.csv.xml,A3MXBLYX2CDGTP,11,12,6,10,,,f,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,13,7,1,,,,t,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,13,7,1,,1,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,7,1,,1,,f,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,13,7,3,2,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,7,3,,2,1,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,13,7,3,,2,1,f,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,13,7,7,2,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,7,7,,,,t,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,13,7,7,,,,t,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,13,7,8,2,,,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,13,7,8,,,,t,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,7,8,,,,t,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,13,7,9,2,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,7,9,,,,t,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,13,7,9,,,,t,
borrowing a book from the library.csv.xml,A2IU1B0EVVB3CF,13,7,11,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,7,11,,4,3,f,
borrowing a book from the library.csv.xml,A34D413HR7ZIFM,13,7,11,,4,3,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,10,1,1,,,f,1
borrowing a book from the library.csv.xml,A323O8GJP2B28X,13,10,1,1,,,f,1
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,13,10,1,,,,t,1
borrowing a book from the library.csv.xml,A323O8GJP2B28X,13,10,3,2,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,13,10,3,2,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,10,3,2,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,13,10,3,,3,2,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,10,7,3,,,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,13,10,7,,,,t,
borrowing a book from the library.csv.xml,A323O8GJP2B28X,13,10,7,,,,t,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,10,8,3,,,f,
borrowing a book from the library.csv.xml,A323O8GJP2B28X,13,10,8,,3,2,f,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,13,10,8,,,,t,
borrowing a book from the library.csv.xml,A323O8GJP2B28X,13,10,8,,,,t,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,10,9,3,,,f,
borrowing a book from the library.csv.xml,A323O8GJP2B28X,13,10,9,,,,t,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,13,10,9,,,,t,
borrowing a book from the library.csv.xml,A1909MOQZUXZZ5,13,10,11,4,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,10,11,6,,,f,
borrowing a book from the library.csv.xml,A323O8GJP2B28X,13,10,11,6,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,12,1,1,,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,13,12,1,,1,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,12,1,,1,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,12,3,2,,,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,13,12,3,,3,2,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,12,3,,3,2,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,12,7,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,12,7,,,,t,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,13,12,7,,3,2,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,13,12,8,2,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,12,8,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,12,8,,,,t,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,12,9,3,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,12,9,,,,t,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,13,12,9,,5,4,f,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,13,12,11,5,,,f,
borrowing a book from the library.csv.xml,A35D31QHYQUF9V,13,12,11,5,,,f,
borrowing a book from the library.csv.xml,A13TJ0P4X8HJ6Q,13,12,11,,6,5,f,
flying in an airplane.csv.xml,A35D31QHYQUF9V,1,4,8,9,,,f,
flying in an airplane.csv.xml,A38BNV13AV0S8Y,1,4,8,,12,11,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,1,4,8,,12,11,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,1,6,8,,13,12,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,1,6,8,,13,12,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,1,6,8,,13,12,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,1,7,8,12,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,1,7,8,12,,,f,
flying in an airplane.csv.xml,ADLYO655RWJUI,1,7,8,,,,t,
flying in an airplane.csv.xml,A2CF2BD4Q0ZDJN,2,4,3,3,,,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,2,4,3,4,,,f,
flying in an airplane.csv.xml,A323O8GJP2B28X,2,4,3,,4,3,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,2,4,4,6,,,f,
